tweet_id|created_at|author_id|author_username|author_geo|conversation_id|referenced_id|reference_type|pub_rt_cnt|pub_like_cnt|pub_rep_cnt|pub_qt_cnt|depth
1529597428709597184|2022-05-25T22:57:00.000Z|171598736|SenBobCasey|Scranton, PA|1529597428709597184|||94|559|63|4|0
1529581259290181632|2022-05-25T21:52:45.000Z|171598736|SenBobCasey|Scranton, PA|1529581259290181632|1529567016734150657|quoted|25|122|30|4|0
1529549356868804608|2022-05-25T19:45:58.000Z|171598736|SenBobCasey|Scranton, PA|1529549356868804608|||69|266|56|10|0
1529204567711285248|2022-05-24T20:55:54.000Z|171598736|SenBobCasey|Scranton, PA|1529204567711285248|1529202415437811712|quoted|115|508|71|16|0
1529162060164018176|2022-05-24T18:07:00.000Z|171598736|SenBobCasey|Scranton, PA|1529162060164018176|||8|49|10|0|0
1529523489295720448|2022-05-25T18:03:11.000Z|1017500185356853248|SenBillCassidy|Baton Rouge, LA|1529523489295720448|||1|11|9|2|0
1529511789129605120|2022-05-25T17:16:42.000Z|1017500185356853248|SenBillCassidy|Baton Rouge, LA|1529511789129605120|1529155038383427588|retweeted|5|0|0|0|0
1529503142890680320|2022-05-25T16:42:20.000Z|1017500185356853248|SenBillCassidy|Baton Rouge, LA|1529503142890680320|1529502983590797312|retweeted|1|0|0|0|0
1529503128634138625|2022-05-25T16:42:17.000Z|1017500185356853248|SenBillCassidy|Baton Rouge, LA|1529503128634138625|1529503021318606848|retweeted|4|0|0|0|0
1529482951087497217|2022-05-25T15:22:06.000Z|1017500185356853248|SenBillCassidy|Baton Rouge, LA|1529482951087497217|||0|6|35|2|0
1529590851218944001|2022-05-25T22:30:52.000Z|15324851|ChrisCoons|Wilmington, DE|1529590067525828608|1529590611510190081|replied_to|11|24|3|0|
1529590611510190081|2022-05-25T22:29:54.000Z|15324851|ChrisCoons|Wilmington, DE|1529590067525828608|1529590350897106947|replied_to|11|23|4|0|
1529590350897106947|2022-05-25T22:28:52.000Z|15324851|ChrisCoons|Wilmington, DE|1529590067525828608|1529590067525828608|replied_to|8|40|8|1|
1529590067525828608|2022-05-25T22:27:45.000Z|15324851|ChrisCoons|Wilmington, DE|1529590067525828608|||11|68|8|1|0
1529564939089756160|2022-05-25T20:47:54.000Z|15324851|ChrisCoons|Wilmington, DE|1529564939089756160|||16|74|24|1|0
1529768990167515136|2022-05-26T10:18:43.000Z|13218102|JohnCornyn|Austin, Texas|1529768990167515136|||49|343|2138|165|0
1529611048680136710|2022-05-25T23:51:07.000Z|13218102|JohnCornyn|Austin, Texas|1529611048680136710|||45|382|1056|62|0
1529609201537916931|2022-05-25T23:43:47.000Z|13218102|JohnCornyn|Austin, Texas|1529609201537916931|||9|39|151|8|0
1529590975173206016|2022-05-25T22:31:21.000Z|13218102|JohnCornyn|Austin, Texas|1529590975173206016|1529573735937806339|retweeted|23|0|0|0|0
1529590794411249664|2022-05-25T22:30:38.000Z|13218102|JohnCornyn|Austin, Texas|1529590794411249664|||14|78|244|17|0
1529590885708611589|2022-05-25T22:31:00.000Z|811313565760163844|SenCortezMasto||1529590885708611589|||17|45|26|3|0
1529556693528584193|2022-05-25T20:15:08.000Z|811313565760163844|SenCortezMasto||1529556693528584193|||6|33|6|0|0
1529526230030090243|2022-05-25T18:14:05.000Z|811313565760163844|SenCortezMasto||1529526230030090243|||33|137|36|5|0
1529223356003794945|2022-05-24T22:10:34.000Z|811313565760163844|SenCortezMasto||1529223356003794945|||31|156|56|7|0
1529186988766658563|2022-05-24T19:46:03.000Z|811313565760163844|SenCortezMasto||1529186988766658563|||7|31|5|0|0
