tweet_id|created_at|author_id|author_username|author_geo|conversation_id|referenced_id|reference_type|pub_rt_cnt|pub_like_cnt|pub_rep_cnt|pub_qt_cnt|depth
1529522009004453888|2022-05-25T17:57:18.000Z|816833925456789505|RepBarragan|San Pedro, CA|1529522009004453888|1529450585849618432|quoted|4|11|1|0|0
1529766948539469829|2022-05-26T10:10:36.000Z|239949176|RepKarenBass|Los Angeles & Washington|1529766948539469829|1529641257340764160|retweeted|22|0|0|0|0
1529640752455815171|2022-05-26T01:49:09.000Z|239949176|RepKarenBass|Los Angeles & Washington|1529640752455815171|||39|86|9|5|0
1529571652786393089|2022-05-25T21:14:34.000Z|239949176|RepKarenBass|Los Angeles & Washington|1529571652786393089|||18|59|5|0|0
1529563001556279304|2022-05-25T20:40:12.000Z|239949176|RepKarenBass|Los Angeles & Washington|1529563001556279304|||23|68|4|0|0
1529466805957316609|2022-05-25T14:17:57.000Z|239949176|RepKarenBass|Los Angeles & Washington|1529466354188832770|1529466671047528448|replied_to|8|55|3|0|
1529558827238055940|2022-05-25T20:23:36.000Z|1531521632|RepBeatty|Ohio's Third District|1529558827238055940|1529442813724827649|retweeted|707|0|0|0|0
1529555270279602178|2022-05-25T20:09:28.000Z|1531521632|RepBeatty|Ohio's Third District|1529555270279602178|||146|411|67|11|0
1529508423972409345|2022-05-25T17:03:19.000Z|1531521632|RepBeatty|Ohio's Third District|1529498019627925505|1529498020995383299|replied_to|18|63|2|0|
1529498020995383299|2022-05-25T16:21:59.000Z|1531521632|RepBeatty|Ohio's Third District|1529498019627925505|1529498019627925505|replied_to|22|105|4|1|
1529498019627925505|2022-05-25T16:21:59.000Z|1531521632|RepBeatty|Ohio's Third District|1529498019627925505|||96|365|14|7|0
1529148549363077122|2022-05-24T17:13:19.000Z|1345788865911656454|RepBentz||1529148549363077122|1529142007515467777|quoted|2|8|40|0|0
1529116038700359692|2022-05-24T15:04:07.000Z|1345788865911656454|RepBentz||1529116038700359692|1529115407025676289|retweeted|140|0|0|0|0
1529087042180812802|2022-05-24T13:08:54.000Z|1345788865911656454|RepBentz||1529087042180812802|||67|215|58|8|0
1529445285952471040|2022-05-25T12:52:26.000Z|950783972|RepBera|Elk Grove, California|1529445285952471040|1529238168490360833|retweeted|3|0|0|0|0
1529289598240706561|2022-05-25T02:33:47.000Z|950783972|RepBera|Elk Grove, California|1529289598240706561|||8|23|7|0|0
1529192190982897667|2022-05-24T20:06:44.000Z|950783972|RepBera|Elk Grove, California|1529192190982897667|||2|6|2|0|0
1529154519183024128|2022-05-24T17:37:02.000Z|950783972|RepBera|Elk Grove, California|1529154519183024128|||3|9|0|0|0
1529111112679047169|2022-05-24T14:44:33.000Z|950783972|RepBera|Elk Grove, California|1529111112679047169|1528828246275530755|retweeted|195|0|0|0|0
1529554985293385731|2022-05-25T20:08:20.000Z|815241612154417152|RepJackBergman|Watersmeet, Michigan|1529554985293385731|||1|4|12|1|0
1529606157614075904|2022-05-25T23:31:41.000Z|2962868158|RepDonBeyer|Northern Virginia & DC|1529606157614075904|1529221064835772416|retweeted|147692|0|0|0|0
1529606137179525123|2022-05-25T23:31:36.000Z|2962868158|RepDonBeyer|Northern Virginia & DC|1529606137179525123|1529206934867525633|retweeted|73460|0|0|0|0
1529602586629836812|2022-05-25T23:17:29.000Z|2962868158|RepDonBeyer|Northern Virginia & DC|1529602586629836812|1529528850660610048|retweeted|18596|0|0|0|0
1529583011699773442|2022-05-25T21:59:42.000Z|2962868158|RepDonBeyer|Northern Virginia & DC|1529581969104949249|1338969626873655301|quoted|1|9|0|0|
1529581969104949249|2022-05-25T21:55:34.000Z|2962868158|RepDonBeyer|Northern Virginia & DC|1529581969104949249|1529514734499815426|quoted|7|26|3|0|0
1529217619890688000|2022-05-24T21:47:46.000Z|1344260196227555334|RepBice|Oklahoma City|1529217619890688000|||6|33|63|8|0
1529189746110607360|2022-05-24T19:57:01.000Z|1344260196227555334|RepBice|Oklahoma City|1529189746110607360|||2|5|18|0|0
1529180691119984640|2022-05-24T19:21:02.000Z|1344260196227555334|RepBice|Oklahoma City|1529180691119984640|||2|5|1|0|0
1529125885084897285|2022-05-24T15:43:15.000Z|1344260196227555334|RepBice|Oklahoma City|1529125885084897285|||3|8|10|3|0
1529561670313725952|2022-05-25T20:34:54.000Z|816652616625168388|RepAndyBiggsAZ|Arizona, USA|1529561668014878720|1529561668014878720|replied_to|43|321|62|2|
1529561668014878720|2022-05-25T20:34:54.000Z|816652616625168388|RepAndyBiggsAZ|Arizona, USA|1529561668014878720|||90|599|164|10|0
1529467438068162561|2022-05-25T14:20:28.000Z|816652616625168388|RepAndyBiggsAZ|Arizona, USA|1529467438068162561|||144|289|109|9|0
1529259355345854464|2022-05-25T00:33:37.000Z|816652616625168388|RepAndyBiggsAZ|Arizona, USA|1529259355345854464|||244|648|101|10|0
1529189212645273600|2022-05-24T19:54:53.000Z|816652616625168388|RepAndyBiggsAZ|Arizona, USA|1529189212645273600|||23|85|25|1|0
1529559931640332290|2022-05-25T20:28:00.000Z|26051676|RepGusBilirakis|Palm Harbor, Fla.|1529559931640332290|||4|10|14|1|0
1529541812234473476|2022-05-25T19:16:00.000Z|26051676|RepGusBilirakis|Palm Harbor, Fla.|1529541812234473476|||3|4|5|1|0
1529496010782871552|2022-05-25T16:14:00.000Z|26051676|RepGusBilirakis|Palm Harbor, Fla.|1529496010782871552|||3|8|23|2|0
1529450208815247361|2022-05-25T13:12:00.000Z|26051676|RepGusBilirakis|Palm Harbor, Fla.|1529450208815247361|||6|12|15|0|0
1529177914385715200|2022-05-24T19:10:00.000Z|26051676|RepGusBilirakis|Palm Harbor, Fla.|1529177914385715200|||7|13|5|0|0
1529517923865444355|2022-05-25T17:41:04.000Z|249410485|SanfordBishop|Georgia 2nd CD & Washington DC|1529517923865444355|||3|3|1|1|0
1529456906041008129|2022-05-25T13:38:36.000Z|249410485|SanfordBishop|Georgia 2nd CD & Washington DC|1529456906041008129|||5|12|7|1|0
1529211335833276416|2022-05-24T21:22:48.000Z|249410485|SanfordBishop|Georgia 2nd CD & Washington DC|1529211335833276416|||3|9|1|1|0
1529583822676844544|2022-05-25T22:02:56.000Z|1176522535531360257|RepDanBishop|North Carolina|1529583822676844544|1529565802864726016|retweeted|378|0|0|0|0
1529265250943610880|2022-05-25T00:57:02.000Z|1176522535531360257|RepDanBishop|North Carolina|1529265250943610880|||28|237|127|5|0
1529181524087779331|2022-05-24T19:24:20.000Z|1176522535531360257|RepDanBishop|North Carolina|1529181524087779331|1529035733234753538|quoted|13|19|52|3|0
1529174753226985477|2022-05-24T18:57:26.000Z|1176522535531360257|RepDanBishop|North Carolina|1529174753226985477|1529173524715274242|retweeted|4218|0|0|0|0
1529114059190194177|2022-05-24T14:56:15.000Z|1176522535531360257|RepDanBishop|North Carolina|1529114059190194177|1528866118609272832|quoted|133|290|24|5|0
1529561999595667456|2022-05-25T20:36:13.000Z|817050219007328258|RepLBR|Delaware, USA - Washington, DC|1529561996089339904|1529561998039699457|replied_to|9|40|0|0|
1529561998039699457|2022-05-25T20:36:12.000Z|817050219007328258|RepLBR|Delaware, USA - Washington, DC|1529561996089339904|1529561996089339904|replied_to|7|25|2|0|
1529561996089339904|2022-05-25T20:36:12.000Z|817050219007328258|RepLBR|Delaware, USA - Washington, DC|1529561996089339904|||12|57|6|2|0
1529497958718312448|2022-05-25T16:21:44.000Z|817050219007328258|RepLBR|Delaware, USA - Washington, DC|1529497958718312448|||4|21|2|0|0
1529228174491635728|2022-05-24T22:29:43.000Z|817050219007328258|RepLBR|Delaware, USA - Washington, DC|1529228174491635728|1529225547221708800|quoted|20|100|5|0|0
1529553343546269697|2022-05-25T20:01:49.000Z|1342989756611907584|RepBoebert|Colorado |1529553343546269697|||1659|19613|3445|217|0
1529263967276699649|2022-05-25T00:51:56.000Z|1342989756611907584|RepBoebert|Colorado |1529263967276699649|||542|5923|8572|581|0
1529106144215584769|2022-05-24T14:24:48.000Z|1342989756611907584|RepBoebert|Colorado |1529106144215584769|||565|2837|738|34|0
1529611907874836483|2022-05-25T23:54:32.000Z|558769636|RepBonamici||1529611907874836483|1529607016263651335|retweeted|12|0|0|0|0
1529611871510208512|2022-05-25T23:54:23.000Z|558769636|RepBonamici||1529611871510208512|1529607014204297216|retweeted|20|0|0|0|0
1529598871759998976|2022-05-25T23:02:44.000Z|558769636|RepBonamici||1529598869738295297|1529598869738295297|replied_to|0|17|1|0|
1529598869738295297|2022-05-25T23:02:43.000Z|558769636|RepBonamici||1529598869738295297|||3|26|3|0|0
1529563775086612481|2022-05-25T20:43:16.000Z|558769636|RepBonamici||1529563775086612481|1529547855018483716|retweeted|44|0|0|0|0
1529596899631693825|2022-05-25T22:54:54.000Z|1343620645452595200|RepBourdeaux||1529596899631693825|||1|7|2|0|0
1529205169191276549|2022-05-24T20:58:18.000Z|1343620645452595200|RepBourdeaux||1529205169191276549|||3|15|5|0|0
1529086203798204419|2022-05-24T13:05:34.000Z|1343620645452595200|RepBourdeaux||1529086203798204419|||5|16|2|1|0
1529603636610973697|2022-05-25T23:21:40.000Z|1344389506963808264|RepBowman|Washington, DC|1529603636610973697|||5|7|0|0|0
1529509278771466241|2022-05-25T17:06:43.000Z|1344389506963808264|RepBowman|Washington, DC|1529509278771466241|1504514542298140674|quoted|22|162|11|1|0
1529453385082077185|2022-05-25T13:24:37.000Z|1344389506963808264|RepBowman|Washington, DC|1529453378098569217|1529453383706456064|replied_to|6|28|3|0|
1529453383706456064|2022-05-25T13:24:37.000Z|1344389506963808264|RepBowman|Washington, DC|1529453378098569217|1529453382112534528|replied_to|4|24|1|1|
1529453382112534528|2022-05-25T13:24:36.000Z|1344389506963808264|RepBowman|Washington, DC|1529453378098569217|1529453380732653571|replied_to|3|21|1|0|
1529160652689920007|2022-05-24T18:01:24.000Z|4304448314|CongBoyle||1529160652689920007|||3|5|3|0|0
1529235335829413896|2022-05-24T22:58:10.000Z|19926675|RepKevinBrady|The Woodlands, Texas|1529235335829413896|||10|27|75|5|0
1529165453259587584|2022-05-24T18:20:29.000Z|19926675|RepKevinBrady|The Woodlands, Texas|1529165453259587584|||1|2|0|0|0
1529144455462273028|2022-05-24T16:57:02.000Z|19926675|RepKevinBrady|The Woodlands, Texas|1529144455462273028|1529119074760151041|retweeted|109|0|0|0|0
1529506002323877888|2022-05-25T16:53:42.000Z|237299871|RepMoBrooks|Alabama|1529506002323877888|||16|56|46|1|0
1529623922257408000|2022-05-26T00:42:16.000Z|823552974253342721|RepAnthonyBrown|Washington, DC|1529623922257408000|1529621347504115716|retweeted|1|0|0|0|0
1529603195021950977|2022-05-25T23:19:55.000Z|823552974253342721|RepAnthonyBrown|Washington, DC|1529603195021950977|1529519979443408898|retweeted|1|0|0|0|0
1529603131541229570|2022-05-25T23:19:39.000Z|823552974253342721|RepAnthonyBrown|Washington, DC|1529603131541229570|1529602893506043905|retweeted|3|0|0|0|0
1529602943078514688|2022-05-25T23:18:54.000Z|823552974253342721|RepAnthonyBrown|Washington, DC|1529602943078514688|1529585685203759104|retweeted|2535|0|0|0|0
1529602936032083969|2022-05-25T23:18:53.000Z|823552974253342721|RepAnthonyBrown|Washington, DC|1529602936032083969|1529585684041945088|retweeted|2048|0|0|0|0
1529592858956730374|2022-05-25T22:38:50.000Z|1456381091598700556|RepShontelBrown||1529592858956730374|1529567016734150657|quoted|18|71|0|0|0
1529540033975394304|2022-05-25T19:08:56.000Z|1456381091598700556|RepShontelBrown||1529540033975394304|1466839955016146957|quoted|25|83|1|0|0
1529495731656183813|2022-05-25T16:12:53.000Z|1456381091598700556|RepShontelBrown||1529495731656183813|1529463969722900481|quoted|32|117|5|0|0
1529481915002236931|2022-05-25T15:17:59.000Z|1456381091598700556|RepShontelBrown||1529481913932685314|1529481913932685314|replied_to|9|47|1|0|
1529481913932685314|2022-05-25T15:17:59.000Z|1456381091598700556|RepShontelBrown||1529481913932685314|||25|89|1|0|0
1529228571843125248|2022-05-24T22:31:17.000Z|1243902714|RepBrownley|Ventura County & Washington, DC|1529228569049694209|1529228570379403271|replied_to|2|18|2|0|
1529228570379403271|2022-05-24T22:31:17.000Z|1243902714|RepBrownley|Ventura County & Washington, DC|1529228569049694209|1529228569049694209|replied_to|1|12|1|1|
1529228569049694209|2022-05-24T22:31:17.000Z|1243902714|RepBrownley|Ventura County & Washington, DC|1529228569049694209|||5|29|4|0|0
1529098170365579264|2022-05-24T13:53:07.000Z|20467163|VernBuchanan|Florida's 16th District|1529098170365579264|1528822119823548417|quoted|5|18|19|0|0
1529533670532448257|2022-05-25T18:43:39.000Z|2862577383|RepKenBuck|"Windsor, CO | Washington, DC"|1529533668640841730|1529533668640841730|replied_to|4|21|26|1|
1529533668640841730|2022-05-25T18:43:38.000Z|2862577383|RepKenBuck|"Windsor, CO | Washington, DC"|1529533668640841730|||21|53|41|5|0
1529513370776440832|2022-05-25T17:22:59.000Z|2862577383|RepKenBuck|"Windsor, CO | Washington, DC"|1529513370776440832|1529507882668118018|retweeted|54|0|0|0|0
1529172708466036736|2022-05-24T18:49:19.000Z|2862577383|RepKenBuck|"Windsor, CO | Washington, DC"|1529172708466036736|||14|34|48|3|0
1529537284940484614|2022-05-25T18:58:00.000Z|234812598|RepLarryBucshon|Indiana's 8th District|1529537284940484614|||1|0|8|1|0
1529221107139727360|2022-05-24T22:01:38.000Z|234812598|RepLarryBucshon|Indiana's 8th District|1529221107139727360|||3|11|71|7|0
1529211608496369665|2022-05-24T21:23:53.000Z|817138492614524928|RepTedBudd|Davie County, North Carolina|1529211608496369665|||21|157|194|35|0
1529476989014376449|2022-05-25T14:58:25.000Z|1028854804087492613|RepTimBurchett|East Tennessee|1529476989014376449|||5|72|125|8|0
1529124480873897991|2022-05-24T15:37:40.000Z|1028854804087492613|RepTimBurchett|East Tennessee|1529124480873897991|||36|143|135|9|0
1529564516496834560|2022-05-25T20:46:13.000Z|15751083|michaelcburgess|Washington, DC/Lake Dallas, TX|1529564515117023232|1529564515117023232|replied_to|3|12|12|1|
1529564515117023232|2022-05-25T20:46:12.000Z|15751083|michaelcburgess|Washington, DC/Lake Dallas, TX|1529564515117023232|||2|11|8|0|0
1529559931967242240|2022-05-25T20:28:00.000Z|15751083|michaelcburgess|Washington, DC/Lake Dallas, TX|1529559931967242240|||2|6|5|0|0
1529485189327384577|2022-05-25T15:31:00.000Z|15751083|michaelcburgess|Washington, DC/Lake Dallas, TX|1529485189327384577|||2|10|6|1|0
1529476129974788096|2022-05-25T14:55:00.000Z|15751083|michaelcburgess|Washington, DC/Lake Dallas, TX|1529476129974788096|||1|11|6|0|0
1529565468301959171|2022-05-25T20:50:00.000Z|1002630999052865536|RepCori|St. Louis & Washington, D.C.|1529565468301959171|||46|212|70|12|0
1529233230771146752|2022-05-24T22:49:48.000Z|1002630999052865536|RepCori|St. Louis & Washington, D.C.|1529233230771146752|1529216210528878598|retweeted|10|0|0|0|0
1529262274787123203|2022-05-25T00:45:13.000Z|1092979962|RepCheri|Illinois & Washington, D.C.|1529262274787123203|||8|17|15|0|0
1529167694221783041|2022-05-24T18:29:23.000Z|1092979962|RepCheri|Illinois & Washington, D.C.|1529167694221783041|||1|18|1|0|0
1529452931812102144|2022-05-25T13:22:49.000Z|432676344|GKButterfield||1529452931812102144|1529452883573456896|retweeted|3|0|0|0|0
1529566631457873925|2022-05-25T20:54:37.000Z|1344325638983987201|RepKatCammack|Gainesville, FL / Capitol Hill|1529566631457873925|||6|18|8|0|0
1529541667161882627|2022-05-25T19:15:25.000Z|1344325638983987201|RepKatCammack|Gainesville, FL / Capitol Hill|1529541667161882627|1529539721302622212|retweeted|15|0|0|0|0
1529457797745807363|2022-05-25T13:42:09.000Z|1344325638983987201|RepKatCammack|Gainesville, FL / Capitol Hill|1529457796764389376|1529457796764389376|replied_to|3|32|6|0|
1529457796764389376|2022-05-25T13:42:09.000Z|1344325638983987201|RepKatCammack|Gainesville, FL / Capitol Hill|1529457796764389376|||5|63|30|5|0
1529143145891606528|2022-05-24T16:51:50.000Z|1344325638983987201|RepKatCammack|Gainesville, FL / Capitol Hill|1529143145891606528|||8|28|12|0|0
1529634118622797826|2022-05-26T01:22:47.000Z|816157667882373120|RepCarbajal||1529634118622797826|||1|12|2|0|0
1529597492689571841|2022-05-25T22:57:15.000Z|816157667882373120|RepCarbajal||1529597492689571841|||2|13|1|0|0
1529596788075798531|2022-05-25T22:54:27.000Z|816157667882373120|RepCarbajal||1529596788075798531|1529596694991622146|retweeted|4|0|0|0|0
1529529348470067200|2022-05-25T18:26:28.000Z|816157667882373120|RepCarbajal||1529529348470067200|1529485528340516867|quoted|6|16|2|0|0
1529529306619191296|2022-05-25T18:26:18.000Z|816157667882373120|RepCarbajal||1529529306619191296|1529485523277991938|quoted|13|41|2|1|0
1529588006268567553|2022-05-25T22:19:33.000Z|1222257180|RepCardenas|San Fernando Valley, CA|1529588006268567553|||3|1|0|0|0
1529558375335346182|2022-05-25T20:21:49.000Z|1222257180|RepCardenas|San Fernando Valley, CA|1529558375335346182|||6|23|2|1|0
1529542370676686851|2022-05-25T19:18:13.000Z|1222257180|RepCardenas|San Fernando Valley, CA|1529542370676686851|||5|11|1|0|0
1529534744350031872|2022-05-25T18:47:55.000Z|1222257180|RepCardenas|San Fernando Valley, CA|1529534741443117058|1529534741443117058|replied_to|0|3|0|0|
1529534741443117058|2022-05-25T18:47:54.000Z|1222257180|RepCardenas|San Fernando Valley, CA|1529534741443117058|||5|13|1|0|0
1529449087694667777|2022-05-25T13:07:32.000Z|1457745193197780993|RepMikeCarey||1529449087694667777|||1|2|6|1|0
1529396297089929216|2022-05-25T09:37:46.000Z|1457745193197780993|RepMikeCarey||1529396297089929216|1529196462327971841|retweeted|672|0|0|0|0
1529174097799876615|2022-05-24T18:54:50.000Z|1457745193197780993|RepMikeCarey||1529174097799876615|1529161590099939330|quoted|12|54|55|3|0
1529167655923601409|2022-05-24T18:29:14.000Z|1457745193197780993|RepMikeCarey||1529167655923601409|||0|3|4|0|0
1529145583663038466|2022-05-24T17:01:31.000Z|1457745193197780993|RepMikeCarey||1529145583663038466|1529130293554184195|retweeted|4|0|0|0|0
1529136140078522368|2022-05-24T16:24:00.000Z|1341091420439015424|RepJerryCarl|Alabama, USA|1529136140078522368|1529129716250292224|retweeted|2|0|0|0|0
1529124471201837057|2022-05-24T15:37:38.000Z|1341091420439015424|RepJerryCarl|Alabama, USA|1529124471201837057|||3|10|3|0|0
1529572908217016321|2022-05-25T21:19:34.000Z|199325935|RepAndreCarson|Indianapolis|1529572908217016321|1529528850660610048|retweeted|18596|0|0|0|0
1529513010288533504|2022-05-25T17:21:33.000Z|199325935|RepAndreCarson|Indianapolis|1529513010288533504|1529441053970939906|retweeted|1300|0|0|0|0
1529504245959036930|2022-05-25T16:46:43.000Z|199325935|RepAndreCarson|Indianapolis|1529504245959036930|||6|38|8|0|0
1529261596547112961|2022-05-25T00:42:31.000Z|199325935|RepAndreCarson|Indianapolis|1529261596547112961|1529244558239973376|retweeted|60258|0|0|0|0
1529210452391215108|2022-05-24T21:19:17.000Z|199325935|RepAndreCarson|Indianapolis|1529210452391215108|1529199746430033920|quoted|26|74|18|0|0
1529551752399298560|2022-05-25T19:55:30.000Z|2973870195|RepBuddyCarter||1529551752399298560|1529541652586835968|retweeted|11|0|0|0|0
1529551658585362439|2022-05-25T19:55:07.000Z|2973870195|RepBuddyCarter||1529551658585362439|1529541577059618816|retweeted|2|0|0|0|0
1529527531812147200|2022-05-25T18:19:15.000Z|2973870195|RepBuddyCarter||1529527531812147200|||2|10|22|1|0
1529498635427360770|2022-05-25T16:24:26.000Z|2973870195|RepBuddyCarter||1529498635427360770|1529463508575965184|retweeted|22|0|0|0|0
1529498520054640640|2022-05-25T16:23:58.000Z|2973870195|RepBuddyCarter||1529498520054640640|1529196463368159232|retweeted|52|0|0|0|0
1529489586484912129|2022-05-25T15:48:28.000Z|18030431|JudgeCarter|Texas' 31st Cong District|1529489586484912129|1529237358037635076|retweeted|222|0|0|0|0
1529212466407821312|2022-05-24T21:27:18.000Z|18030431|JudgeCarter|Texas' 31st Cong District|1529212466407821312|||5|9|43|4|0
1529170735830278146|2022-05-24T18:41:28.000Z|18030431|JudgeCarter|Texas' 31st Cong District|1529170735830278146|1529170285013893120|retweeted|9|0|0|0|0
1529166318083231744|2022-05-24T18:23:55.000Z|18030431|JudgeCarter|Texas' 31st Cong District|1529166318083231744|||2|4|6|0|0
1529609508590436359|2022-05-25T23:45:00.000Z|1352760304271241218|RepTroyCarter|District 02, Louisiana|1529609508590436359|||8|6|2|1|0
1529581188809211905|2022-05-25T21:52:28.000Z|1352760304271241218|RepTroyCarter|District 02, Louisiana|1529581186674221057|1529581186674221057|replied_to|2|2|0|0|
1529581186674221057|2022-05-25T21:52:27.000Z|1352760304271241218|RepTroyCarter|District 02, Louisiana|1529581186674221057|1529567016734150657|quoted|3|6|1|2|0
1529561055919280131|2022-05-25T20:32:28.000Z|1352760304271241218|RepTroyCarter|District 02, Louisiana|1529561053973078018|1529561053973078018|replied_to|3|4|0|0|
1529561053973078018|2022-05-25T20:32:27.000Z|1352760304271241218|RepTroyCarter|District 02, Louisiana|1529561053973078018|||4|8|1|0|0
1529486154743037954|2022-05-25T15:34:50.000Z|1081350574589833221|RepEdCase||1529486154743037954|||3|3|0|0|0
1529181229177774080|2022-05-24T19:23:10.000Z|1081350574589833221|RepEdCase||1529181227235913729|1529181227235913729|replied_to|0|1|0|0|
1529181227235913729|2022-05-24T19:23:10.000Z|1081350574589833221|RepEdCase||1529181227235913729|||1|4|1|0|0
1529781815862603776|2022-05-26T11:09:41.000Z|1083472286089396224|RepCasten||1529781815862603776|1529550703265558528|retweeted|16|0|0|0|0
1529781797030088708|2022-05-26T11:09:37.000Z|1083472286089396224|RepCasten||1529781797030088708|1529553111257333767|retweeted|15|0|0|0|0
1529781775513395200|2022-05-26T11:09:31.000Z|1083472286089396224|RepCasten||1529781775513395200|1529553434692788230|retweeted|13|0|0|0|0
1529781766147428357|2022-05-26T11:09:29.000Z|1083472286089396224|RepCasten||1529781766147428357|1529554000219099136|retweeted|14|0|0|0|0
1529781753770123264|2022-05-26T11:09:26.000Z|1083472286089396224|RepCasten||1529781753770123264|1529557067178049536|retweeted|22|0|0|0|0
1529418234998534146|2022-05-25T11:04:57.000Z|1880674038|USRepKCastor||1529418234998534146|1529369437396164608|retweeted|10745|0|0|0|0
1529261831163940865|2022-05-25T00:43:27.000Z|1880674038|USRepKCastor||1529261831163940865|1529261248201768966|retweeted|979|0|0|0|0
1529219277470830593|2022-05-24T21:54:21.000Z|1880674038|USRepKCastor||1529219277470830593|1529215874808197120|retweeted|6330|0|0|0|0
1529215162082795521|2022-05-24T21:38:00.000Z|1880674038|USRepKCastor||1529215162082795521|1529215104461459458|quoted|14|30|7|1|0
1529215104461459458|2022-05-24T21:37:47.000Z|1880674038|USRepKCastor||1529215104461459458|1529214227222867970|quoted|6|7|2|1|0
1529672391286194176|2022-05-26T03:54:52.000Z|231510077|JoaquinCastrotx|San Antonio, Texas|1529672391286194176|1529651305295527936|retweeted|505|0|0|0|0
1529659766292766723|2022-05-26T03:04:42.000Z|231510077|JoaquinCastrotx|San Antonio, Texas|1529659766292766723|1529640867849551872|retweeted|6907|0|0|0|0
1529636849668456448|2022-05-26T01:33:38.000Z|231510077|JoaquinCastrotx|San Antonio, Texas|1529636849668456448|1529617687894274048|retweeted|54153|0|0|0|0
1529630452058927104|2022-05-26T01:08:13.000Z|231510077|JoaquinCastrotx|San Antonio, Texas|1529630452058927104|||25|253|7|0|0
1529628228775727104|2022-05-26T00:59:23.000Z|231510077|JoaquinCastrotx|San Antonio, Texas|1529628228775727104|1529577942346604544|retweeted|127|0|0|0|0
1529565014977282053|2022-05-25T20:48:12.000Z|237750442|RepSteveChabot|Cincinnati|1529565014977282053|||2|11|89|28|0
1529182611922268160|2022-05-24T19:28:40.000Z|237750442|RepSteveChabot|Cincinnati|1529182611922268160|||4|7|5|0|0
1529459269241913344|2022-05-25T13:48:00.000Z|816719802328715264|RepLizCheney|Wyoming, USA|1529459269241913344|||115|1685|419|19|0
1529250626344992771|2022-05-24T23:58:56.000Z|816719802328715264|RepLizCheney|Wyoming, USA|1529250626344992771|||442|6219|2137|128|0
1529192570160545792|2022-05-24T20:08:14.000Z|816719802328715264|RepLizCheney|Wyoming, USA|1529192570160545792|||16|127|49|2|0
1529175781196369923|2022-05-24T19:01:31.000Z|816719802328715264|RepLizCheney|Wyoming, USA|1529175781196369923|||11|104|53|4|0
1529555407680720896|2022-05-25T20:10:01.000Z|1484252226646421505|CongresswomanSC|Miramar, FL|1529555407680720896|||0|7|0|0|0
1529554151134355456|2022-05-25T20:05:02.000Z|1484252226646421505|CongresswomanSC|Miramar, FL|1529554151134355456|||4|10|0|0|0
1529213326030700544|2022-05-24T21:30:42.000Z|1484252226646421505|CongresswomanSC|Miramar, FL|1529211536513843207|1529211536513843207|replied_to|0|2|1|1|
1529211536513843207|2022-05-24T21:23:36.000Z|1484252226646421505|CongresswomanSC|Miramar, FL|1529211536513843207|||8|27|6|0|0
1529497233569239042|2022-05-25T16:18:51.000Z|193732179|RepJudyChu|Pasadena, CA|1529497233569239042|||7|19|3|2|0
1529213384348119049|2022-05-24T21:30:56.000Z|193732179|RepJudyChu|Pasadena, CA|1529213384348119049|1529205847892455425|quoted|13|55|5|0|0
1529184998011592705|2022-05-24T19:38:09.000Z|193732179|RepJudyChu|Pasadena, CA|1529184998011592705|1528422672052502535|quoted|6|16|2|1|0
1529131767256555523|2022-05-24T16:06:37.000Z|193732179|RepJudyChu|Pasadena, CA|1529131767256555523|1528382409074479106|retweeted|9|0|0|0|0
1529557228222500864|2022-05-25T20:17:15.000Z|2293131060|RepKClark|MA-5 & Washington, D.C. |1529557228222500864|||60|150|26|0|0
1529493188318208000|2022-05-25T16:02:47.000Z|2293131060|RepKClark|MA-5 & Washington, D.C. |1529493188318208000|||87|215|19|2|0
1529200268457426947|2022-05-24T20:38:49.000Z|2293131060|RepKClark|MA-5 & Washington, D.C. |1529200268457426947|1529195425361715203|quoted|21|78|21|0|0
1529117118268071939|2022-05-24T15:08:25.000Z|2293131060|RepKClark|MA-5 & Washington, D.C. |1529117118268071939|1529099462341165057|quoted|36|208|9|1|0
1529578144772018177|2022-05-25T21:40:22.000Z|240812994|RepYvetteClarke|Brooklyn, NY|1529578144772018177|||1|2|1|0|0
1529551063543586819|2022-05-25T19:52:45.000Z|240812994|RepYvetteClarke|Brooklyn, NY|1529551063543586819|1529529381311463425|retweeted|21|0|0|0|0
1529532144137150466|2022-05-25T18:37:35.000Z|240812994|RepYvetteClarke|Brooklyn, NY|1529532144137150466|1529528850660610048|quoted|9|17|0|0|0
1529504139687903234|2022-05-25T16:46:18.000Z|240812994|RepYvetteClarke|Brooklyn, NY|1529504139687903234|||4|23|3|0|0
1529450483919855618|2022-05-25T13:13:05.000Z|240812994|RepYvetteClarke|Brooklyn, NY|1529450483919855618|||8|18|4|0|0
1529592404671705095|2022-05-25T22:37:02.000Z|163570705|repcleaver||1529592404671705095|1529561963558322177|quoted|6|21|2|2|0
1529538889555263489|2022-05-25T19:04:23.000Z|163570705|repcleaver||1529538889555263489|1529432135903453184|quoted|49|164|36|3|0
1529521897439997956|2022-05-25T17:56:52.000Z|163570705|repcleaver||1529521897439997956|1529428338091122688|quoted|7|27|5|0|0
1529505291468931073|2022-05-25T16:50:52.000Z|163570705|repcleaver||1529505291468931073|1529457177831907330|quoted|5|18|7|1|0
1529253674572210179|2022-05-25T00:11:02.000Z|163570705|repcleaver||1529253674572210179|1529250487299624960|quoted|7|35|5|1|0
